PC:    0 |  SUB R0, R15, R15                |   REGISTER FILE: R0 =   0, R1 =   0, R2 =   0, R3 =   0, R4 =   0, R5 =   0, R6 =   0
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   2, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   1, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   1, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   1, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   1, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   1, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  66
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   4, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   4, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   4, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   4, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   3, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   3, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   3, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   3, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   3, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   2, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   2, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   2, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   2, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   2, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   1, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   1, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   1, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   1, R3 =   4, R4 =   6, R5 =  66, R6 =  68
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   1, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  66, R6 =  68
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  68
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  17, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   4, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   4, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   4, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   4, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   3, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   3, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   3, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   3, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   3, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   2, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   2, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   2, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   2, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   2, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   1, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   1, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   1, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   1, R3 =   4, R4 =   6, R5 =  68, R6 =  70
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   1, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  68, R6 =  70
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  70
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  16, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   4, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   4, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   4, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   4, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   3, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   3, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   3, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   3, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   3, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   2, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   2, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   2, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   2, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   2, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   1, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   1, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   1, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   1, R3 =   4, R4 =   6, R5 =  70, R6 =  72
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   1, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  70, R6 =  72
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  72
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  15, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   4, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   4, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   4, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   4, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   3, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   3, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   3, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   3, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   3, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   2, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   2, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   2, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   2, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   2, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   1, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   1, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   1, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   1, R3 =   4, R4 =   6, R5 =  72, R6 =  74
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   1, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  72, R6 =  74
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  74
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  14, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   4, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   4, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   4, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   4, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   3, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   3, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   3, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   3, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   3, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   2, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   2, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   2, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   2, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   2, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   1, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   1, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   1, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   1, R3 =   4, R4 =   6, R5 =  74, R6 =  76
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   1, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  74, R6 =  76
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  76
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  13, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   4, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   4, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   4, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   4, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   3, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   3, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   3, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   3, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   3, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   2, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   2, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   2, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   2, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   2, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   1, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   1, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   1, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   1, R3 =   4, R4 =   6, R5 =  76, R6 =  78
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   1, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  76, R6 =  78
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  78
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  12, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   0, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   4, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   4, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   4, R3 =   4, R4 =   6, R5 =  78, R6 =  80
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   4, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   3, R3 =   3, R4 =   6, R5 =  78, R6 =  80
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  11, R2 =   3, R3 =   3, R4 =   6, R5 =  78, R6 =  80
